date,name,code,title,rating,target_price,institution,url,2025-盈利预测-收益,2025-盈利预测-市盈率,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率
2022-08-22,000001,000001,2022年中报点评：利润保持高增，零售深化转型,买入,,民生证券,,,,,,,
2022-08-19,000001,000001,业绩增速平稳，盈利能力回升,增持,,国信证券,,,,,,,
2022-08-18,000001,000001,盈利实现较高增速，资产质量保持稳健,买入,,东兴证券,,,,,,,
2022-08-18,000001,000001,业绩持续高增，关注估值修复机会,增持,,中银证券,,,,,,,
2022-08-09,贵州茅台,600519,改革红利释放，业绩进入提速期,买入,,东兴证券,,,,,,,
2022-08-04,贵州茅台,600519,半年报点评：系列酒升级成新引擎 直销占比提升助推业绩,增持,,申港证券,,,,,,,
2022-08-04,贵州茅台,600519,2022年半年度报告点评：业绩稳扎稳打，改革成效凸显,买入,,民生证券,,,,,,,
2022-08-04,贵州茅台,600519,2022H1业绩符合预期，营销改革红利持续释放,买入,,第一上海证券,,,,,,,
2022-08-04,贵州茅台,600519,公司信息更新报告：直营渠道成绩优异，未来改革深化空间充足,买入,,开源证券,,,,,,,
2022-08-04,贵州茅台,600519,半年报点评：总量结构皆有亮点，全年目标有望实现,增持,,大同证券,,,,,,,
2022-08-03,贵州茅台,600519,渠道改革红利释放，直营表现亮眼,买入,,山西证券,,,,,,,
2022-08-03,贵州茅台,600519,新团队锐意进取，业绩较快增长，积极发力新产品和新渠道,买入,,中银证券,,,,,,,
2022-08-03,贵州茅台,600519,多重因素保障增长，改革红利持续释放,买入,,华金证券,,,,,,,
2022-08-03,贵州茅台,600519,渠道改革持续赋能，业绩释放确定性强,买入,,华安证券,,,,,,,
2022-08-03,贵州茅台,600519,2022年中报点评报告：线上自营渠道建设初见成效，直营收入增长翻倍,增持,,万联证券,,,,,,,
2022-08-03,贵州茅台,600519,营销改革红利持续释放，龙头业绩确定性彰显,买入,,国信证券,,,,,,,
2022-08-03,贵州茅台,600519,改革成效显著，业绩稳步兑现,买入,,西南证券,,,,,,,
2022-08-03,贵州茅台,600519,直营表现优异，加速释放势能,买入,,华鑫证券,,,,,,,
2022-08-03,贵州茅台,600519,2022年半年度业绩点评：上半年业绩符合预期，渠道改革加速推进,买入,,东莞证券,,,,,,,
2022-08-03,贵州茅台,600519,贵州茅台2022年半年报点评：改革落地加速业绩，全年目标有望实现,买入,,东亚前海证券,,,,,,,
2022-08-03,贵州茅台,600519,2022年中报业绩点评：业绩符合预期，稳中求进韧性足,买入,,东吴证券,,,,,,,
2022-08-03,贵州茅台,600519,茅台的新供给与新需求,买入,,信达证券,,,,,,,
2022-08-03,贵州茅台,600519,业绩稳步兑现，品牌之势破竹前行,买入,,国金证券,,,,,,,
2022-07-26,贵州茅台,600519,业绩符合预期，上半年可圈可点,买入,,华鑫证券,,,,,,,
2022-07-26,贵州茅台,600519,品牌力再提升，改革全面提速,买入,,中邮证券,,,,,,,
2022-07-26,贵州茅台,600519,中报业绩显韧性，直营体系构建和系列酒增长显亮点,买入,,国信证券,,,,,,,
2022-07-25,贵州茅台,600519,公司信息更新报告：Q2延续高增趋势，改革潜力逐步释放,买入,,开源证券,,,,,,,
2022-07-22,贵州茅台,600519,五合营销下，跑起来的速度,买入,,信达证券,,,,,,,
2022-07-22,贵州茅台,600519,稳健增长韧性十足，深化改革砥砺,买入,,西南证券,,,,,,,
2022-07-22,贵州茅台,600519,2022H1经营数据点评：业绩凸显确定性，产能扩建提供长期保障,买入,,民生证券,,,,,,,
2022-07-22,贵州茅台,600519,2022年上半年主要经营数据点评：22Q2实现稳健增长，i茅台贡献业绩增量,买入,,东莞证券,,,,,,,
2022-07-22,贵州茅台,600519,茅台上半年经营数据公告点评-Q2符合预期，Q3环比同比加速可期,买入,,东吴证券,,,,,,,
2022-07-22,贵州茅台,600519,无惧疫情冲击，新产品和新渠道发力，不确定环境下的确定品种,买入,,中银证券,,,,,,,
2022-06-27,贵州茅台,600519,盛夏之时，i茅台助力美文化,买入,,国金证券,,,,,,,
2022-06-20,贵州茅台,600519,阐明五线发展道路，高质量发展大步向前,增持,,群益证券,,,,,,,
2022-06-19,贵州茅台,600519,以美之名发展，万众一心提速,买入,,信达证券,,,,,,,
2022-06-19,贵州茅台,600519,五线思路清晰，高质量加速发展,买入,,华鑫证券,,,,,,,
2022-05-25,贵州茅台,600519,新团队锐意进取，连续两季度提速，不确定环境下的确定品种,买入,,中银证券,,,,,,,
2022-05-09,贵州茅台,600519,利润超市场预期，直营占比加速提升,买入,,山西证券,,,,,,,
2022-04-28,贵州茅台,600519,直销占比提升至34%，营销改革效果初显,买入,,国信证券,,,,,,,
2022-04-28,贵州茅台,600519,一季度业绩超预期，直营占比继续提升,买入,,华鑫证券,,,,,,,
2022-04-28,000001,000001,点评报告：净利润增速维持高位,增持,,万联证券,,,,,,,
2022-04-28,000001,000001,平安银行2022年Q1业绩点评：利润增速2015年以来同期最高，资产质量继续向好,增持,,海通国际,,,,,,,
2022-04-28,000001,000001,业绩持续高增，战略推进积极,增持,,中银证券,,,,,,,
2022-04-27,000001,000001,净息差环比回升，业绩保持高增,买入,,东兴证券,,,,,,,
2022-04-27,000001,000001,2022年一季报点评：存款增长加快，净息差环比回升,增持,,国信证券,,,,,,,
2022-04-27,000001,000001,2022年一季报详解：业绩立标杆，质效双提升,买入,,民生证券,,,,,,,
2022-04-27,000001,000001,Q1归母净利润同比+26.8%，资产质量良好,买入,,华金证券,,,,,,,
2022-04-27,贵州茅台,600519,业绩多点开花，提速发展确立,买入,,信达证券,,,,,,,
2022-04-27,贵州茅台,600519,一季度业绩超预期，直销建设再加速,买入,,国金证券,,,,,,,
2022-04-27,贵州茅台,600519,22Q1业绩超预期，看好全年加速成长,买入,,西南证券,,,,,,,
2022-04-27,贵州茅台,600519,2022年一季报点评：一季度直销占比快速提升，营销改革持续推进,买入,,民生证券,,,,,,,
2022-04-27,贵州茅台,600519,2022年一季度业绩点评：22年开门红数据亮眼，直营渠道加速推进,买入,,东莞证券,,,,,,,
2022-04-27,贵州茅台,600519,贵州茅台2022年一季报点评：改革成效初显，业绩提速可期,买入,,东亚前海证券,,,,,,,
2022-04-27,贵州茅台,600519,2022年一季报业绩点评：利润超预期，直销占比创新高,买入,,东吴证券,,,,,,,
2022-04-27,贵州茅台,600519,1Q开门红如期，22年继续前进,增持,,群益证券,,,,,,,
2022-04-27,贵州茅台,600519,点评报告：渠道改革成绩亮眼，直营单季收入突破百亿,增持,,万联证券,,,,,,,
2022-04-27,贵州茅台,600519,公司信息更新报告：Q1业绩再超预期，成长性和确定性兼备,买入,,开源证券,,,,,,,
2022-04-25,贵州茅台,600519,i茅台意义几何？,买入,,国金证券,,,,,,,
2022-04-11,贵州茅台,600519,2021年量价齐升完美收官，市场化改革谋求更高品质发展,买入,,第一上海证券,,,,,,,
2022-04-06,贵州茅台,600519,公司信息更新报告：2021年圆满收官，2022年改革加速,买入,,开源证券,,,,,,,
2022-04-02,贵州茅台,600519,21年业绩稳健增长，新团队新气象，预计22年将明显提速,买入,,中银证券,,,,,,,
2022-04-02,贵州茅台,600519,21年稳健收官，1Q开门红如期而至,增持,,群益证券,,,,,,,
2022-04-02,贵州茅台,600519,21年完美收官，22年成长提速,买入,,西南证券,,,,,,,
2022-04-01,贵州茅台,600519,贵州茅台2021年报业绩点评：十四五开局良好，市场化改革助推业绩上行,买入,,东亚前海证券,,,,,,,
2022-04-01,贵州茅台,600519,2021年报点评—圆满收官，直销渠道亮眼,买入,,东吴证券,,,,,,,
2022-03-31,贵州茅台,600519,2021年如期收官，2022年业绩加速,买入,,华鑫证券,,,,,,,
2022-03-31,贵州茅台,600519,2021年年报点评报告：营收规模首次突破千亿，产品渠道改革增厚业绩,增持,,万联证券,,,,,,,
2022-03-31,贵州茅台,600519,直销创新高，系列共成长,买入,,信达证券,,,,,,,
2022-03-31,贵州茅台,600519,21年稳健增长，22年加速可期,买入,,华金证券,,,,,,,
2022-03-31,贵州茅台,600519,量价齐升行稳致远，改革红利加速释放,买入,,国金证券,,,,,,,
2022-03-31,贵州茅台,600519,2021年度报告点评：“十四五”顺利开局，推进数字化营销改革,买入,,民生证券,,,,,,,
2022-03-31,贵州茅台,600519,2021年年报与2022年一季度业绩预告点评：22年顺利实现开门红，奠定全年业绩基础,买入,,东莞证券,,,,,,,
2022-03-31,贵州茅台,600519,2021稳中有进，2022目标加速,买入,,山西证券,,,,,,,
2022-03-30,贵州茅台,600519,2021稳中有进，2022实现开门红,买入,,山西证券,,,,,,,
2022-03-29,贵州茅台,600519,一季度业绩开门红，市场化改革再推进,买入,,国金证券,,,,,,,
2022-03-29,贵州茅台,600519,如期开门红，改革望加速,买入,,华鑫证券,,,,,,,
2022-03-25,贵州茅台,600519,深度报告：聚焦营销改革，量价齐升仍可期,买入,,民生证券,,,,,,,
2022-03-11,000001,000001,点评报告：盈利增速维持高位,增持,,万联证券,,,,,,,
2022-03-11,000001,000001,2021年年报详解：财富管理突破，资产质量向好,买入,,民生证券,,,,,,,
2022-03-10,000001,000001,营收增速环比提升，资产质量持续改善,增持,,山西证券,,,,,,,
2022-03-10,000001,000001,业绩保持稳健高增，资产质量持续改善,买入,,东兴证券,,,,,,,
2022-03-10,000001,000001,2021年报点评：业绩增速稳中有升，资产质量持续改善,增持,,国信证券,,,,,,,
2022-03-10,000001,000001,归母净利润同比+25.6%，拨备覆盖率大幅增长,买入,,华金证券,,,,,,,
2022-03-10,贵州茅台,600519,顺利实现开门红，全年业绩提速可期,买入,,西南证券,,,,,,,
2022-03-09,贵州茅台,600519,贵州茅台点评：开门红圆满收官，强改革稳增长可期,买入,,东亚前海证券,,,,,,,
2022-03-09,贵州茅台,600519,1-2月业绩亮眼，改革新周期迈出新步伐,买入,,国信证券,,,,,,,
2022-03-08,贵州茅台,600519,2022年1-2月业绩提速，提振市场信心,买入,,中银证券,,,,,,,
2022-03-08,贵州茅台,600519,贵州茅台公告点评：开门红超市场预期，龙头需求强劲,买入,,东吴证券,,,,,,,
2022-03-08,贵州茅台,600519,经营数据超预期，改革势能持续释放,买入,,国金证券,,,,,,,
2022-03-08,贵州茅台,600519,2022年1-2月经营数据点评：顺利实现“开门红”，市场化改革红利显现,买入,,民生证券,,,,,,,
2022-03-08,贵州茅台,600519,事件点评：顺利实现开门红，基本面稳中向好,买入,,东莞证券,,,,,,,
2022-02-28,贵州茅台,600519,从量价维度剖析茅台的成长空间,买入,,国金证券,,,,,,,
2022-01-18,000001,000001,2021年业绩快报点评：营收上行，拨备大增,买入,,民生证券,,,,,,,
2022-01-13,000001,000001,业绩快报：2021归母净利润同比+25.6%,买入,,华金证券,,,,,,,
2022-01-10,贵州茅台,600519,2021年圆满收官，2022年扬帆起航,买入,,东兴证券,,,,,,,
2022-01-05,贵州茅台,600519,贵州茅台2021年生产经营情况点评：2021行稳致远，2022扬帆启航,买入,,民生证券,,,,,,,
2022-01-05,贵州茅台,600519,贵州茅台：经营保持稳健，改革保障长期活力,买入,,东亚前海证券,,,,,,,
2022-01-05,贵州茅台,600519,2021稳中有进，2022加速可期,买入,,山西证券,,,,,,,
2022-01-05,贵州茅台,600519,4季度如期改善，2022年更值得期待,买入,,中银证券,,,,,,,
2022-01-05,贵州茅台,600519,目标圆满完成，来年加速可期,买入,,西南证券,,,,,,,
2022-01-04,贵州茅台,600519,经营指标超预期完成，营销改革将助力提速,买入,,太平洋,,,,,,,
2022-01-04,贵州茅台,600519,事件点评：业绩稳健增长，量价有望齐升,买入,,东莞证券,,,,,,,
2022-01-04,贵州茅台,600519,以“台”之名，“奔”向未来,买入,,信达证券,,,,,,,
2022-01-04,贵州茅台,600519,21年收入利润稳定增长 22年业绩加速可期,买入,,华金证券,,,,,,,
2022-01-04,贵州茅台,600519,公司信息更新报告：2021年平稳收官，2022年市场化改革加速可期,买入,,开源证券,,,,,,,
2022-01-03,贵州茅台,600519,2021年顺利收官，2022年可期,买入,,华鑫证券,,,,,,,
2022-01-03,贵州茅台,600519,21年圆满收官，静待22年多维度改革加速,买入,,国金证券,,,,,,,
2021-12-24,贵州茅台,600519,行稳致远，改革加速，正在路上,买入,,华鑫证券,,,,,,,
2021-12-01,贵州茅台,600519,营销变革或成茅台未来业绩新增长点，龙头地位助力成长确定性,买入,,东亚前海证券,,,,,,,
2021-11-03,贵州茅台,600519,直营占比提升，业绩增长势能不减,买入,,东兴证券,,,,,,,
2021-10-29,贵州茅台,600519,3Q符合预期，新帅上任彰显新气象,增持,,群益证券,,,,,,,
2021-10-27,贵州茅台,600519,业绩稳中有进，系列酒加速增长,买入,,山西证券,,,,,,,
2021-10-26,贵州茅台,600519,2021年三季度点评：Q3稳健提升，渠道结构持续改善营收规模有望突破千亿,买入,,东吴证券,,,,,,,
2021-10-26,贵州茅台,600519,2021年三季报点评：盈利能力有效改善，加大直营渠道建设力度,增持,,川财证券,,,,,,,
2021-10-26,贵州茅台,600519,3季度业绩稳健增长，耐心等待业绩拐点,买入,,中银证券,,,,,,,
2021-10-25,贵州茅台,600519,直销占比大幅提升，稳健增长蓄力来年,买入,,西南证券,,,,,,,
2021-10-25,贵州茅台,600519,直销与系列酒持续改善，全年目标有望顺利实现,买入,,华金证券,,,,,,,
2021-10-25,贵州茅台,600519,业绩稳增，改革新政稳步推进,买入,,民生证券,,,,,,,
2021-10-25,贵州茅台,600519,2021年三季度业绩点评：Q3业绩稳健增长，全年目标稳步推进,买入,,东莞证券,,,,,,,
2021-10-25,贵州茅台,600519,行稳致远，关注改革新气象,买入,,国金证券,,,,,,,
2021-10-25,贵州茅台,600519,贵州茅台三季报点评：稳健双位数增长、直销进一步提升,买入,,太平洋,,,,,,,
2021-10-25,贵州茅台,600519,系列酒发展强劲，直销促进利润释放,买入,,信达证券,,,,,,,
2021-10-25,贵州茅台,600519,直销渠道表现突出，系列酒延续增长势头,买入,,华鑫证券,,,,,,,
2021-10-25,贵州茅台,600519,点评报告：净利润增速重回两位数，持续优化经销体系,增持,,万联证券,,,,,,,
2021-10-25,贵州茅台,600519,公司信息更新报告：改革持续推进，经营稳中向上,买入,,开源证券,,,,,,,
2021-10-22,000001,000001,业绩持续高增长，财富科技战略积极推进,买入,,中银证券,,,,,,,
2021-10-22,000001,000001,盈利高增可持续，私行财富发展迅猛,买入,,东兴证券,,,,,,,
2021-10-22,000001,000001,2021三季报点评：利润增速创新高 资产质量强认定,买入,,申港证券,,,,,,,
2021-10-21,000001,000001,业绩保持高速增长，非息净收入占比稳步提升,买入,,华金证券,,,,,,,
2021-10-21,000001,000001,点评报告：财富管理业务维持高速增长,增持,,万联证券,,,,,,,
2021-10-21,000001,000001,零售客户高增长，资产质量优化,买入,,华安证券,,,,,,,
2021-10-21,000001,000001,2021年三季报点评：利润超预期，中收有潜力,买入,,东吴证券,,,,,,,
2021-09-28,贵州茅台,600519,新团队新气象，边际向好值得期待,买入,,西南证券,,,,,,,
2021-09-27,贵州茅台,600519,股东大会释放积极信号，新管理层焕发新活力,买入,,国金证券,,,,,,,
2021-09-23,000001,000001,零售转型标杆 集团联动赋能,买入,,申港证券,,,,,,,
2021-08-23,000001,000001,财富管理领先，拨备缓释业绩超预期,增持,,山西证券,,,,,,,
2021-08-22,000001,000001,资产质量表现优异，私行财富发展迅猛,买入,,东兴证券,,,,,,,
2021-08-22,000001,000001,2021年中报点评：资产质量达到历史最佳状态,买入,,东吴证券,,,,,,,
2021-08-20,000001,000001,点评报告：财富管理业务保持较快增长,增持,,万联证券,,,,,,,
2021-08-20,000001,000001,归母净利润增速大超预期,买入,,华安证券,,,,,,,
2021-08-20,000001,000001,业绩保持快增，资产质量向好,买入,,中银证券,,,,,,,
2021-08-19,000001,000001,H121归母净利润同比+28.5%,买入,,华金证券,,,,,,,
2021-08-19,000001,000001,此玉已烧三日满：透视平安银行零售转型,买入,,华安证券,,,,,,,
2021-08-09,贵州茅台,600519,渠道建设稳步推进，系列酒表现可圈可点,买入,,第一上海证券,,,,,,,
2021-08-09,贵州茅台,600519,深度报告：峥嵘七十载，万亿白酒龙头行稳致远,买入,,东莞证券,,,,,,,
2021-08-04,贵州茅台,600519,终端需求强劲，中报业绩稳健，全年有望前低后高，长期布局良机到来,买入,,中银证券,,,,,,,
2021-08-03,贵州茅台,600519,收入稳中有升，直销渠道表现突出,买入,,华鑫证券,,,,,,,
2021-08-03,贵州茅台,600519,点评报告：“稳”即是“快”，高端白酒龙头延续高质量增长,增持,,万联证券,,,,,,,
2021-08-02,贵州茅台,600519,二季度业绩符合预期，年度目标可稳步实现,买入,,华安证券,,,,,,,
2021-08-02,贵州茅台,600519,2021年半年报点评：上半年实现稳健增长，直营收入占比达历史最高,买入,,民生证券,,,,,,,
2021-08-02,贵州茅台,600519,公司信息更新报告：业绩增速平稳，直销持续推进,买入,,开源证券,,,,,,,
2021-08-02,贵州茅台,600519,2021年中报点评：Q2符合市场预期，渠道结构持续改善系列酒发力,买入,,东吴证券,,,,,,,
2021-08-02,贵州茅台,600519,2021年半年度业绩点评：上半年业绩略低于预期，直销渠道加速推进,买入,,东莞证券,,,,,,,
2021-08-02,贵州茅台,600519,2021年半年报点评：直营渠道建设稳步推进，系列酒有望持续创造增量,增持,,川财证券,,,,,,,
2021-08-02,贵州茅台,600519,直销与系列酒持续改善，期待结构优化业绩增长,买入,,华金证券,,,,,,,
2021-08-02,贵州茅台,600519,贵州茅台中报点评：保持稳定增长，具备长期价值,买入,,太平洋,,,,,,,
2021-08-02,贵州茅台,600519,高质量发展，业绩稳中向好,买入,,国金证券,,,,,,,
2021-08-02,贵州茅台,600519,直销占比提升，系列酒快速增长,买入,,信达证券,,,,,,,
2021-08-02,贵州茅台,600519,锚定全年目标，稳中求进余力充足,买入,,西南证券,,,,,,,
2021-05-20,贵州茅台,600519,事件点评：扩产提价需综合考量，直销渠道加速推进,买入,,东莞证券,,,,,,,
2021-04-30,贵州茅台,600519,点评报告：直销占比提升逻辑不断兑现，提价效应释放可期,增持,,万联证券,,,,,,,
2021-04-29,贵州茅台,600519,贵州茅台一季报点评：收入稳健双位数增长，税金影响利润表现,买入,,太平洋,,,,,,,
2021-04-29,贵州茅台,600519,2021年一季报点评：消费税拉低一季度业绩，21年前低后高仍值得期待,买入,,国信证券,,,,,,,
2021-04-29,贵州茅台,600519,收入稳中有升，税金致业绩短期波动,买入,,华鑫证券,,,,,,,
2021-04-29,贵州茅台,600519,营业收入增长稳健，税金拖累短期利润,买入,,第一上海证券,,,,,,,
2021-04-28,贵州茅台,600519,2021年一季报点评：收入端实现稳健增长，税金确认拖累短期业绩,买入,,民生证券,,,,,,,
2021-04-28,贵州茅台,600519,税金影响1Q利润，关注直销渠道建设,增持,,群益证券,,,,,,,
2021-04-28,贵州茅台,600519,2021年一季报点评：直营投放持续加大，全年业绩有望实现稳健增长,增持,,川财证券,,,,,,,
2021-04-28,贵州茅台,600519,业绩低于预期，静待拐点出现,买入,,中银证券,,,,,,,
2021-04-28,贵州茅台,600519,短期业绩受缴税节奏扰动，全年稳健增长可期,买入,,国金证券,,,,,,,
2021-04-28,贵州茅台,600519,实际经营符合预期，税金大幅波动但可解释,买入,,华安证券,,,,,,,
2021-04-28,贵州茅台,600519,税金拖累净利润，短期波动不改长期逻辑,买入,,信达证券,,,,,,,
2021-04-28,贵州茅台,600519,税费影响短期业绩，长期逻辑依然清晰,买入,,西南证券,,,,,,,
2021-04-28,贵州茅台,600519,公司信息更新报告：营收符合预期，消费税率上升拖累利润表现,买入,,开源证券,,,,,,,
2021-04-27,000001,000001,点评报告：零售业务增长强劲，资产质量仍在改善,增持,,万联证券,,,,,,,
2021-04-23,000001,000001,多面开花，业绩卓然,买入,,中银证券,,,,,,,
2021-04-22,000001,000001,2021年一季报点评：盈利实现高增，资产质量改善明显,买入,,东莞证券,,,,,,,
2021-04-22,000001,000001,2021年一季报：业绩表现优秀，资产质量进一步夯实,买入,,万和证券,,,,,,,
2021-04-21,000001,000001,净利润双位数增长，资产质量持续改善,买入,,东兴证券,,,,,,,
2021-04-21,000001,000001,平安银行一季报点评：业绩高速增长，资产质量指标全面改善,买入,,太平洋,,,,,,,
2021-04-21,000001,000001,业绩超预期、出清历史包袱资产质量更优,买入,,华金证券,,,,,,,
2021-04-21,000001,000001,由资产质量引发的超预期高增长！,买入,,东吴证券,,,,,,,
2021-04-16,贵州茅台,600519,产品结构优化，直营比例提升，业绩潜力巨大,买入,,中银证券,,,,,,,
2021-04-09,贵州茅台,600519,业绩稳健增长，长期确定性高,买入,,万和证券,,,,,,,
2021-04-06,贵州茅台,600519,十四五稳健开年，业绩稳中求进,买入,,东兴证券,,,,,,,
2021-04-02,贵州茅台,600519,公司信息更新报告：2020年圆满收官，2021年规划稳健,买入,,开源证券,,,,,,,
2021-04-02,贵州茅台,600519,2020年年报点评：整体均价有望提升，长期增长确定性高,买入,,东吴证券,,,,,,,
2021-04-01,贵州茅台,600519,2020年年报点评：20年业绩略超预期，21年有望继续快速增长,买入,,国信证券,,,,,,,
2021-04-01,贵州茅台,600519,点评报告：吨价提升助力十三五完美收官，十四五“稳”字为先开门红可期,增持,,万联证券,,,,,,,
2021-04-01,贵州茅台,600519,贵州茅台年报点评：直销渠道及产品结构双提升带动利润超预期,买入,,太平洋,,,,,,,
2021-04-01,贵州茅台,600519,业绩略超预期，吨价表现亮眼,买入,,信达证券,,,,,,,
2021-03-31,贵州茅台,600519,均价上升驱动为主，十四五仍值得期待,买入,,华安证券,,,,,,,
2021-03-31,贵州茅台,600519,收入利润稳健增长 全年目标顺利完成,买入,,华金证券,,,,,,,
2021-03-31,贵州茅台,600519,2020年年报点评：“十三五”稳健收官，“十四五”远大目标可期,买入,,民生证券,,,,,,,
2021-03-31,贵州茅台,600519,2020年报点评：业绩略超预期，新五年目标稳步推进,增持,,川财证券,,,,,,,
2021-03-31,贵州茅台,600519,“十三五”稳健收官，新五年未来可期,增持,,群益证券,,,,,,,
2021-03-31,贵州茅台,600519,业绩略超预期，“十三五”圆满收官,买入,,华鑫证券,,,,,,,
2021-03-31,贵州茅台,600519,渠道改善+非标占比提升，推动业绩稳健增长,买入,,西南证券,,,,,,,
2021-03-01,贵州茅台,600519,重大事件快评：供销两旺确保十四五开局，估值回落布局机会显现,买入,,国信证券,,,,,,,
2021-02-03,000001,000001,平安银行年报点评：表外理财回表，2021年轻装上阵,买入,,太平洋,,,,,,,
2021-02-03,000001,000001,年报点评报告：资产质量持续改善 零售端持续发力,增持,,万联证券,,,,,,,
2021-02-02,000001,000001,轻装上阵，优化内核,买入,,中银证券,,,,,,,
2021-02-02,000001,000001,零售对公业务亮点纷呈，资产质量持续改善,买入,,东兴证券,,,,,,,
2021-02-02,000001,000001,全年归母净利润增速转正，零售转型值得赞许,买入,,华金证券,,,,,,,
2021-02-02,000001,000001,2020年年报点评：四季度利润强劲反弹43%，不良率降至近六年新低,买入,,东吴证券,,,,,,,
2021-02-01,000001,000001,打造全球领先的智能化零售银行,买入,,西南证券,,,,,,,
2021-01-28,贵州茅台,600519,公司深度报告：复盘2020：质量为本，稳字当头,买入,,信达证券,,,,,,,
2021-01-18,贵州茅台,600519,加大拆箱促开瓶消费，十四五成长确定性高，值得长期坚守,买入,,中银证券,,,,,,,
2021-01-06,贵州茅台,600519,2020年度生产经营情况点评：全年增长稳健，十四五目标确保稳定增长,增持,,川财证券,,,,,,,
2021-01-05,贵州茅台,600519,贵州茅台经营数据点评：收入达成目标，十三五完美收官,买入,,太平洋,,,,,,,
2021-01-04,贵州茅台,600519,业绩预告略超我们预期，业务成长确定性仍最强,买入,,华安证券,,,,,,,
2021-01-04,贵州茅台,600519,2020年度生产经营情况点评：整体经营稳健，“十四五”行以致远,买入,,民生证券,,,,,,,
2020-12-29,贵州茅台,600519,贵州茅台跟踪报告：拨开迷雾看经营，业绩稳快不可挡,增持,,海通国际,,,,,,,
2020-12-28,000001,000001,积极进取的零售银行，受益于经济复苏，消费端回暖,增持,,群益证券,,,,,,,
2020-12-24,贵州茅台,600519,再划转股份或超预期，十四五可展望年增双位数,买入,,华安证券,,,,,,,
2020-12-22,贵州茅台,600519,重大事件快评：十三五圆满收官，十四五开启高质量发展新征程,买入,,国信证券,,,,,,,
2020-12-01,000001,000001,金融科技赋能，零售对公协同发展,买入,,中银证券,,,,,,,
2020-11-30,贵州茅台,600519,事项点评报告：Q4直销放量渠道优化进行时，飞天批价仍坚挺,增持,,万联证券,,,,,,,
2020-10-29,贵州茅台,600519,贵州茅台三季报点评：主营业务稳健，直销比例同比提升,买入,,太平洋,,,,,,,
2020-10-27,贵州茅台,600519,直营渠道持续改善 稳步实现全年目标,买入,,第一上海证券,,,,,,,
2020-10-27,贵州茅台,600519,业绩低于预期，未来增长确定性高，值得长期坚守,买入,,中银证券,,,,,,,
2020-10-27,贵州茅台,600519,2020三季报点评：直营占比继续提升，全年双位数增长有望顺利达成,买入,,国信证券,,,,,,,
2020-10-26,000001,000001,平安银行：净利润增速回正，资产质量拐点已现,买入,,太平洋,,,,,,,
2020-10-26,贵州茅台,600519,Q3稳健，且看长远,买入,,东吴证券,,,,,,,
2020-10-26,贵州茅台,600519,公司信息更新报告：直营渠道高增长，茅台酒稳健发展,买入,,开源证券,,,,,,,
2020-10-26,贵州茅台,600519,十三五有望平稳收官，十四五仍值得期待,买入,,华安证券,,,,,,,
2020-10-26,贵州茅台,600519,2020年三季报点评：直营渠道持续放量，全年增长目标确定性高,增持,,川财证券,,,,,,,
2020-10-26,贵州茅台,600519,2020年三季报点评：直营支撑公司增长，全年任务稳步推进,买入,,民生证券,,,,,,,
2020-10-26,贵州茅台,600519,季报点评报告：稳健发展为先，直营继续发力,增持,,万联证券,,,,,,,
2020-10-26,贵州茅台,600519,业绩平稳增长，直营占比继续提升,买入,,山西证券,,,,,,,
2020-10-26,贵州茅台,600519,收入利润稳健增长 全年目标达成可期,买入,,华金证券,,,,,,,
2020-10-26,贵州茅台,600519,渠道改革初见成效，直营占比持续提升,买入,,西南证券,,,,,,,
2020-10-26,贵州茅台,600519,业绩稳定增长，全年目标无虞,买入,,国金证券,,,,,,,
2020-10-23,000001,000001,夯实基础促稳健经营，零售发力战略执行坚定,买入,,中银证券,,,,,,,
2020-10-23,000001,000001,平安银行2020年三季报业绩点评：业绩“V”型反转，支撑估值持续修复,增持,,新时代证券,,,,,,,
2020-10-23,000001,000001,单季净利润显著回升，资产质量改善超预期,买入,,东兴证券,,,,,,,
2020-10-22,000001,000001,详细解读平安银行2020年三季报：两市首份银行三季报，利润增速触底回升,买入,,民生证券,,,,,,,
2020-10-22,000001,000001,Profit expansion back on track; Asset quality a bright spot,买入,,招银国际,,,,,,,
2020-10-22,000001,000001,不良核销力度加大，Q3净息差优化明显,买入,,华金证券,,,,,,,
2020-10-22,000001,000001,2020年三季报点评：三季报回暖振奋人心，不良率因何大幅下行？,买入,,东吴证券,,,,,,,
2020-10-22,000001,000001,季报点评报告：资产质量好于市场预期,增持,,万联证券,,,,,,,
2020-10-22,000001,000001,1-3Q2020业绩点评：3Q净利增速回升，源于资产质量改善反哺,增持,,群益证券,,,,,,,
2020-08-31,000001,000001,平安银行2020年中报业绩点评：夯实转型基础，主动加大拨备计提,增持,,新时代证券,,,,,,,
2020-08-28,000001,000001,Bottom line disappoints but core earnings resilient,买入,,招银国际,,,,,,,
2020-08-28,000001,000001,拨备前利润增速稳健，关注资产质量表现,买入,,中银证券,,,,,,,
2020-08-28,000001,000001,拨备前利润维持高增，资产质量稳健,买入,,东兴证券,,,,,,,
2020-08-28,000001,000001,半年报点评报告：拨备前利润实现较高增长,增持,,万联证券,,,,,,,
2020-08-28,000001,000001,2020年中报点评：利润下滑11%与拨备覆盖率提升32pct,买入,,东吴证券,,,,,,,
